,A,Defender's Losses,Attacker's Gains
0,0.01,94.19457802007642,38.337152030273046
1,0.02,93.97142336995202,38.30836812758293
2,0.03,94.53585198449618,33.65307211360803
3,0.04,93.52663730963582,38.25099679481841
4,0.05,93.30500243753504,38.22240893652409
5,0.06,72.1361811758058,35.34697005741975
6,0.07,92.86324041355188,38.16542765849255
7,0.08,92.64310984667466,38.137033820037665
8,0.09,92.42347731275422,38.108704217145025
9,0.1,92.20434112354313,38.08043864076234
10,0.11,71.3991205092193,35.25225596880807
11,0.12,154.62434136616014,21.7811976100445
12,0.13,72.59903245137478,30.591466905251902
13,0.14,72.50747888542134,30.58028183299853
14,0.15,72.4160290628855,30.56910945899055
15,0.16,72.32468280753255,30.557949737721785
16,0.17,72.23343994352689,30.546802647751825
17,0.18,92.20997056569232,33.366200039701724
18,0.19,72.05126368820302,30.524546272291573
19,0.2,71.96032994719815,30.513436952999278
20,0.21,71.86949889816505,30.50234017247753
21,0.22,71.77877036724597,30.49125591823671
22,0.23,71.6881441809754,30.48018416738273
23,0.24,71.597620166279,30.469124899976407
24,0.25,71.50719815047243,30.458078091397752
25,0.26,71.41687796126017,30.44704372603086
26,0.27,71.32665942673475,30.436021775838043
27,0.28,71.23654237537528,30.425012225738897
28,0.29,71.14652663604656,30.414015052954053
29,0.3,71.05661203799798,30.403030224753152
30,0.31,68.5124192288949,34.88130790111814
31,0.32,68.37061283813591,34.863085438236354
32,0.33,68.22904285703086,34.84489335298997
33,0.34,68.08770869488382,34.826731572258716
34,0.35,86.88246224270313,37.39398891606529
35,0.36,86.67566255842023,37.36731456960765
36,0.37,86.46931638221686,37.34069873909062
37,0.38,89.19889589364553,32.99481686865131
38,0.39,70.25190402829651,30.304719505989205
39,0.4,7.062146892655368,7.062146892655368
40,0.41,818.3152435411524,81.83152435411525
41,0.42,818.7143944295862,81.87143944295862
42,0.43,69.89684912161778,30.26134264251508
43,0.44,69.8083327854907,30.25052865372297
44,0.45,69.71991507480773,30.239726711518742
45,0.46,69.63159582479689,30.228936794171315
46,0.47,87.87628899361684,32.83168775413052
47,0.48,69.45525204983792,30.207392976435063
48,0.49,87.58503582744049,32.79576485704055
49,0.5,69.27930014990427,30.18589702968542
50,0.51,87.2947394195433,32.759959966905214
51,0.52,69.10373882022574,30.16444880049002
52,0.53,69.01610421306509,30.15374252843839
53,0.54,140.6865503657851,14.068655036578512
54,0.55,68.84112630491718,30.132365575414138
55,0.56,68.3540610600622,39.00000000000001
56,0.57,824.4687807429991,82.44687807429992
57,0.58,824.8376114398543,82.48376114398543
58,0.59,80.75434067492577,45.35593220338984
59,0.6,86.0182620105582,47.33333333333333
60,0.61,132.37409735424978,49.24590377164246
61,0.62,70.1355344391998,33.09679088247117
62,0.63,103.57485828996272,52.8888888888889
63,0.64,109.79235587746741,54.62500328951978
64,0.65,116.68778185608448,56.307689238731825
65,0.66,0.0,0.0
66,0.67,0.0,0.0
67,0.68,0.0,0.0
68,0.69,0.0,0.0
69,0.7,0.0,0.0
70,0.71,0.0,0.0
71,0.72,0.0,0.0
72,0.73,6.996921354603977,6.996921354603977
73,0.74,6.9949636261891435,6.9949636261891435
74,0.75,6.993006993006993,6.993006993006993
75,0.76,0.0,0.0
76,0.77,6.98909700866648,6.98909700866648
77,0.78,6.987143655673561,6.987143655673561
78,0.79,6.985191394244203,6.985191394244203
79,0.8,6.983240223463688,6.983240223463688
80,0.81,27.777777778753897,27.777777778753897
81,0.82,28.90434404743843,28.90434404743843
82,0.83,29.752899303065384,29.752899303065384
83,0.84,6.975446428571427,6.975446428571427
84,0.85,6.97350069735007,6.97350069735007
85,0.86,6.971556051310652,6.971556051310652
86,0.87,6.9696124895455815,6.9696124895455815
87,0.88,10.22012180481107,10.22012168148836
88,0.89,6.965728615213152,6.965728615213152
89,0.9,6.963788300835655,6.963788300835655
90,0.91,6.961849067112226,6.961849067112226
91,0.92,6.959910913140312,6.959910913140312
92,0.93,6.957973838018369,6.957973838018369
93,0.94,6.956037840845855,6.956037840845855
94,0.95,6.954102920723226,6.954102920723226
95,0.96,6.952169076751947,6.952169076751947
96,0.97,6.950236308034473,6.950236308034473
97,0.98,6.948304613674264,6.948304613674264
98,0.99,6.94637399277577,6.94637399277577
